Additional Descriptions,All Highlight Fields,Common Names,Data Type,Derivation Code,Derivation Description,Description,Document Index (generated),Fdc Id,Food Code,foodNutrients Index (generated),foods Index (generated),Ndb Number,Nutrient Id,Nutrient Name,Nutrient Number,Published Date,Scientific Name,Unit Name,Number of Records per result.json,Score,Value
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,123,38,11135,1321,"18:3 n-6 c,c,c",685,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0
,,,SR Legacy,,,Cauliflower,1,169986,,124,38,11135,1325,20:03,689,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0
,,,SR Legacy,NC,Calculated,Cauliflower,1,169986,,125,38,11135,1331,"Fatty acids, total trans-polyenoic",695,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,126,38,11135,1406,20:3 n-6,853,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,127,38,11135,1305,22:1 t,664,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,128,38,11135,1306,18:2 t not further defined,665,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0
,,,SR Legacy,A,Analytical,Cauliflower,1,169986,,129,38,11135,1313,"20:2 n-6 c,c",672,4/1/2019,Brassica oleracea (Botrytis Group),G,1,314.3931,0
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Celeriac,1,170400,,1,39,11141,1186,Folic acid,431,4/1/2019,Apium graveolens,UG,1,314.3931,0
,,,SR Legacy,,,Celeriac,1,170400,,2,39,11141,1258,"Fatty acids, total saturated",606,4/1/2019,Apium graveolens,G,1,314.3931,0.079
,,,SR Legacy,,,Celeriac,1,170400,,3,39,11141,1261,8:00,609,4/1/2019,Apium graveolens,G,1,314.3931,0
,,,SR Legacy,,,Celeriac,1,170400,,4,39,11141,1263,12:00,611,4/1/2019,Apium graveolens,G,1,314.3931,0
,,,SR Legacy,,,Celeriac,1,170400,,5,39,11141,1264,14:00,612,4/1/2019,Apium graveolens,G,1,314.3931,0.002
,,,SR Legacy,,,Celeriac,1,170400,,6,39,11141,1272,22:6 n-3 (DHA),621,4/1/2019,Apium graveolens,G,1,314.3931,0
,,,SR Legacy,,,Celeriac,1,170400,,7,39,11141,1275,16:01,626,4/1/2019,Apium graveolens,G,1,314.3931,0.002
,,,SR Legacy,,,Celeriac,1,170400,,8,39,11141,1278,20:5 n-3 (EPA),629,4/1/2019,Apium graveolens,G,1,314.3931,0
,,,SR Legacy,,,Celeriac,1,170400,,9,39,11141,1280,22:5 n-3 (DPA),631,4/1/2019,Apium graveolens,G,1,314.3931,0
,,,SR Legacy,,,Celeriac,1,170400,,10,39,11141,1259,4:00,607,4/1/2019,Apium graveolens,G,1,314.3931,0
,,,SR Legacy,,,Celeriac,1,170400,,11,39,11141,1260,6:00,608,4/1/2019,Apium graveolens,G,1,314.3931,0
,,,SR Legacy,,,Celeriac,1,170400,,12,39,11141,1262,10:00,610,4/1/2019,Apium graveolens,G,1,314.3931,0
,,,SR Legacy,,,Celeriac,1,170400,,13,39,11141,1265,16:00,613,4/1/2019,Apium graveolens,G,1,314.3931,0.069
,,,SR Legacy,,,Celeriac,1,170400,,14,39,11141,1266,18:00,614,4/1/2019,Apium graveolens,G,1,314.3931,0.006
,,,SR Legacy,,,Celeriac,1,170400,,15,39,11141,1268,18:01,617,4/1/2019,Apium graveolens,G,1,314.3931,0.056
,,,SR Legacy,,,Celeriac,1,170400,,16,39,11141,1269,18:02,618,4/1/2019,Apium graveolens,G,1,314.3931,0.148
,,,SR Legacy,,,Celeriac,1,170400,,17,39,11141,1270,18:03,619,4/1/2019,Apium graveolens,G,1,314.3931,0
,,,SR Legacy,,,Celeriac,1,170400,,18,39,11141,1271,20:04,620,4/1/2019,Apium graveolens,G,1,314.3931,0
,,,SR Legacy,,,Celeriac,1,170400,,19,39,11141,1276,18:04,627,4/1/2019,Apium graveolens,G,1,314.3931,0
,,,SR Legacy,,,Celeriac,1,170400,,20,39,11141,1277,20:01,628,4/1/2019,Apium graveolens,G,1,314.3931,0
,,,SR Legacy,,,Celeriac,1,170400,,21,39,11141,1279,22:01,630,4/1/2019,Apium graveolens,G,1,314.3931,0
,,,SR Legacy,,,Celeriac,1,170400,,22,39,11141,1292,"Fatty acids, total monounsaturated",645,4/1/2019,Apium graveolens,G,1,314.3931,0.058
,,,SR Legacy,,,Celeriac,1,170400,,23,39,11141,1293,"Fatty acids, total polyunsaturated",646,4/1/2019,Apium graveolens,G,1,314.3931,0.148
,,,SR Legacy,,,Celeriac,1,170400,,24,39,11141,1062,Energy,268,4/1/2019,Apium graveolens,kJ,1,314.3931,176
,,,SR Legacy,NC,Calculated,Celeriac,1,170400,,25,39,11141,1106,"Vitamin A, RAE",320,4/1/2019,Apium graveolens,UG,1,314.3931,0
,,,SR Legacy,NC,Calculated,Celeriac,1,170400,,26,39,11141,1104,"Vitamin A, IU",318,4/1/2019,Apium graveolens,IU,1,314.3931,0
,,,SR Legacy,,,Celeriac,1,170400,,27,39,11141,1187,"Folate, food",432,4/1/2019,Apium graveolens,UG,1,314.3931,8
,,,SR Legacy,NC,Calculated,Celeriac,1,170400,,28,39,11141,1190,"Folate, DFE",435,4/1/2019,Apium graveolens,UG,1,314.3931,8
,,,SR Legacy,BFSN,Based on another form of the food or similar food; Concentration adjustment; Solids; Retention factors not used,Celeriac,1,170400,,29,39,11141,1180,"Choline, total",421,4/1/2019,Apium graveolens,MG,1,314.3931,9
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Celeriac,1,170400,,30,39,11141,1110,"Vitamin D (D2 + D3), International Units",324,4/1/2019,Apium graveolens,IU,1,314.3931,0
,,,SR Legacy,NC,Calculated,Celeriac,1,170400,,31,39,11141,1008,Energy,208,4/1/2019,Apium graveolens,KCAL,1,314.3931,42
,,,SR Legacy,,,Celeriac,1,170400,,32,39,11141,1018,"Alcohol, ethyl",221,4/1/2019,Apium graveolens,G,1,314.3931,0
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Celeriac,1,170400,,33,39,11141,1105,Retinol,319,4/1/2019,Apium graveolens,UG,1,314.3931,0
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Celeriac,1,170400,,34,39,11141,1257,"Fatty acids, total trans",605,4/1/2019,Apium graveolens,G,1,314.3931,0
,,,SR Legacy,,,Celeriac,1,170400,,35,39,11141,1004,Total lipid (fat),204,4/1/2019,Apium graveolens,G,1,314.3931,0.3
,,,SR Legacy,NC,Calculated,Celeriac,1,170400,,36,39,11141,1005,"Carbohydrate, by difference",205,4/1/2019,Apium graveolens,G,1,314.3931,9.2
,,,SR Legacy,,,Celeriac,1,170400,,37,39,11141,1051,Water,255,4/1/2019,Apium graveolens,G,1,314.3931,88
,,,SR Legacy,,,Celeriac,1,170400,,38,39,11141,1087,"Calcium, Ca",301,4/1/2019,Apium graveolens,MG,1,314.3931,43
,,,SR Legacy,,,Celeriac,1,170400,,39,39,11141,1092,"Potassium, K",306,4/1/2019,Apium graveolens,MG,1,314.3931,300
,,,SR Legacy,,,Celeriac,1,170400,,40,39,11141,1095,"Zinc, Zn",309,4/1/2019,Apium graveolens,MG,1,314.3931,0.33
,,,SR Legacy,,,Celeriac,1,170400,,41,39,11141,1167,Niacin,406,4/1/2019,Apium graveolens,MG,1,314.3931,0.7
,,,SR Legacy,,,Celeriac,1,170400,,42,39,11141,1170,Pantothenic acid,410,4/1/2019,Apium graveolens,MG,1,314.3931,0.352
,,,SR Legacy,,,Celeriac,1,170400,,43,39,11141,1175,Vitamin B-6,415,4/1/2019,Apium graveolens,MG,1,314.3931,0.165
,,,SR Legacy,,,Celeriac,1,170400,,44,39,11141,1090,"Magnesium, Mg",304,4/1/2019,Apium graveolens,MG,1,314.3931,20
,,,SR Legacy,,,Celeriac,1,170400,,45,39,11141,1091,"Phosphorus, P",305,4/1/2019,Apium graveolens,MG,1,314.3931,115
,,,SR Legacy,,,Celeriac,1,170400,,46,39,11141,1093,"Sodium, Na",307,4/1/2019,Apium graveolens,MG,1,314.3931,100
,,,SR Legacy,,,Celeriac,1,170400,,47,39,11141,1098,"Copper, Cu",312,4/1/2019,Apium graveolens,MG,1,314.3931,0.07
,,,SR Legacy,,,Celeriac,1,170400,,48,39,11141,1101,"Manganese, Mn",315,4/1/2019,Apium graveolens,MG,1,314.3931,0.158
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Celeriac,1,170400,,49,39,11141,1253,Cholesterol,601,4/1/2019,Apium graveolens,MG,1,314.3931,0
,,,SR Legacy,,,Celeriac,1,170400,,50,39,11141,1162,"Vitamin C, total ascorbic acid",401,4/1/2019,Apium graveolens,MG,1,314.3931,8
,,,SR Legacy,,,Celeriac,1,170400,,51,39,11141,1165,Thiamin,404,4/1/2019,Apium graveolens,MG,1,314.3931,0.05
,,,SR Legacy,,,Celeriac,1,170400,,52,39,11141,1166,Riboflavin,405,4/1/2019,Apium graveolens,MG,1,314.3931,0.06
,,,SR Legacy,,,Celeriac,1,170400,,53,39,11141,1177,"Folate, total",417,4/1/2019,Apium graveolens,UG,1,314.3931,8
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Celeriac,1,170400,,54,39,11141,1178,Vitamin B-12,418,4/1/2019,Apium graveolens,UG,1,314.3931,0
,,,SR Legacy,,,Celeriac,1,170400,,55,39,11141,1079,"Fiber, total dietary",291,4/1/2019,Apium graveolens,G,1,314.3931,1.8
,,,SR Legacy,,,Celeriac,1,170400,,56,39,11141,1089,"Iron, Fe",303,4/1/2019,Apium graveolens,MG,1,314.3931,0.7
,,,SR Legacy,,,Celeriac,1,170400,,57,39,11141,1003,Protein,203,4/1/2019,Apium graveolens,G,1,314.3931,1.5
,,,SR Legacy,,,Celeriac,1,170400,,58,39,11141,1007,Ash,207,4/1/2019,Apium graveolens,G,1,314.3931,1
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Celeriac,1,170400,,59,39,11141,1246,"Vitamin B-12, added",578,4/1/2019,Apium graveolens,UG,1,314.3931,0
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Celeriac,1,170400,,60,39,11141,1242,"Vitamin E, added",573,4/1/2019,Apium graveolens,MG,1,314.3931,0
,,,SR Legacy,T,Taken from another source--other tables of food composition,Celeriac,1,170400,,61,39,11141,1185,Vitamin K (phylloquinone),430,4/1/2019,Apium graveolens,UG,1,314.3931,41
,,,SR Legacy,T,Taken from another source--other tables of food composition,Celeriac,1,170400,,62,39,11141,1120,"Cryptoxanthin, beta",334,4/1/2019,Apium graveolens,UG,1,314.3931,0
,,,SR Legacy,T,Taken from another source--other tables of food composition,Celeriac,1,170400,,63,39,11141,1122,Lycopene,337,4/1/2019,Apium graveolens,UG,1,314.3931,0
,,,SR Legacy,T,Taken from another source--other tables of food composition,Celeriac,1,170400,,64,39,11141,1107,"Carotene, beta",321,4/1/2019,Apium graveolens,UG,1,314.3931,0
,,,SR Legacy,T,Taken from another source--other tables of food composition,Celeriac,1,170400,,65,39,11141,1108,"Carotene, alpha",322,4/1/2019,Apium graveolens,UG,1,314.3931,0
,,,SR Legacy,NR,"Nutrient that is based on other nutrient/s; value used directly, ex. Nut.#204 from Nut.#298",Celeriac,1,170400,,66,39,11141,1109,Vitamin E (alpha-tocopherol),323,4/1/2019,Apium graveolens,MG,1,314.3931,0.36
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Celeriac,1,170400,,67,39,11141,1057,Caffeine,262,4/1/2019,Apium graveolens,MG,1,314.3931,0
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Celeriac,1,170400,,68,39,11141,1058,Theobromine,263,4/1/2019,Apium graveolens,MG,1,314.3931,0
,,,SR Legacy,T,Taken from another source--other tables of food composition,Celeriac,1,170400,,69,39,11141,2000,"Sugars, total including NLEA",269,4/1/2019,Apium graveolens,G,1,314.3931,1.6
,,,SR Legacy,T,Taken from another source--other tables of food composition,Celeriac,1,170400,,70,39,11141,1123,Lutein + zeaxanthin,338,4/1/2019,Apium graveolens,UG,1,314.3931,1
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Celeriac,1,170400,,71,39,11141,1114,Vitamin D (D2 + D3),328,4/1/2019,Apium graveolens,UG,1,314.3931,0
,,,SR Legacy,CAZN,Calculated from different food; From average values for food category; No adjustment; Retention factors not used,Celeriac,1,170400,,72,39,11141,1103,"Selenium, Se",317,4/1/2019,Apium graveolens,UG,1,314.3931,0.7
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,1,40,,1003,Protein,203,4/1/2020,,G,1,314.3931,0.69
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,2,40,,1004,Total lipid (fat),204,4/1/2020,,G,1,314.3931,0.17
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,3,40,,1005,"Carbohydrate, by difference",205,4/1/2020,,G,1,314.3931,2.97
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,4,40,,1008,Energy,208,4/1/2020,,KCAL,1,314.3931,16
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,5,40,,1018,"Alcohol, ethyl",221,4/1/2020,,G,1,314.3931,0
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,6,40,,1051,Water,255,4/1/2020,,G,1,314.3931,95.43
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,7,40,,1057,Caffeine,262,4/1/2020,,MG,1,314.3931,0
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,8,40,,1058,Theobromine,263,4/1/2020,,MG,1,314.3931,0
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,9,40,,2000,"Sugars, total including NLEA",269,4/1/2020,,G,1,314.3931,1.34
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,10,40,,1079,"Fiber, total dietary",291,4/1/2020,,G,1,314.3931,1.6
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,11,40,,1087,"Calcium, Ca",301,4/1/2020,,MG,1,314.3931,40
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,12,40,,1089,"Iron, Fe",303,4/1/2020,,MG,1,314.3931,0.2
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,13,40,,1090,"Magnesium, Mg",304,4/1/2020,,MG,1,314.3931,11
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,14,40,,1091,"Phosphorus, P",305,4/1/2020,,MG,1,314.3931,24
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,15,40,,1092,"Potassium, K",306,4/1/2020,,MG,1,314.3931,260
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,16,40,,1093,"Sodium, Na",307,4/1/2020,,MG,1,314.3931,80
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,17,40,,1095,"Zinc, Zn",309,4/1/2020,,MG,1,314.3931,0.13
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,18,40,,1098,"Copper, Cu",312,4/1/2020,,MG,1,314.3931,0.035
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,19,40,,1103,"Selenium, Se",317,4/1/2020,,UG,1,314.3931,0.4
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,20,40,,1105,Retinol,319,4/1/2020,,UG,1,314.3931,0
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,21,40,,1106,"Vitamin A, RAE",320,4/1/2020,,UG,1,314.3931,22
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,22,40,,1107,"Carotene, beta",321,4/1/2020,,UG,1,314.3931,270
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,23,40,,1108,"Carotene, alpha",322,4/1/2020,,UG,1,314.3931,0
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,24,40,,1109,Vitamin E (alpha-tocopherol),323,4/1/2020,,MG,1,314.3931,0.27
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,25,40,,1114,Vitamin D (D2 + D3),328,4/1/2020,,UG,1,314.3931,0
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,26,40,,1120,"Cryptoxanthin, beta",334,4/1/2020,,UG,1,314.3931,0
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,27,40,,1122,Lycopene,337,4/1/2020,,UG,1,314.3931,0
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,28,40,,1123,Lutein + zeaxanthin,338,4/1/2020,,UG,1,314.3931,283
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,29,40,,1162,"Vitamin C, total ascorbic acid",401,4/1/2020,,MG,1,314.3931,3.1
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,30,40,,1165,Thiamin,404,4/1/2020,,MG,1,314.3931,0.021
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,31,40,,1166,Riboflavin,405,4/1/2020,,MG,1,314.3931,0.057
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,32,40,,1167,Niacin,406,4/1/2020,,MG,1,314.3931,0.32
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,33,40,,1175,Vitamin B-6,415,4/1/2020,,MG,1,314.3931,0.074
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,34,40,,1177,"Folate, total",417,4/1/2020,,UG,1,314.3931,36
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,35,40,,1178,Vitamin B-12,418,4/1/2020,,UG,1,314.3931,0
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,36,40,,1180,"Choline, total",421,4/1/2020,,MG,1,314.3931,6.1
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,37,40,,1185,Vitamin K (phylloquinone),430,4/1/2020,,UG,1,314.3931,29.3
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,38,40,,1186,Folic acid,431,4/1/2020,,UG,1,314.3931,0
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,39,40,,1187,"Folate, food",432,4/1/2020,,UG,1,314.3931,36
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,40,40,,1190,"Folate, DFE",435,4/1/2020,,UG,1,314.3931,36
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,41,40,,1242,"Vitamin E, added",573,4/1/2020,,MG,1,314.3931,0
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,42,40,,1246,"Vitamin B-12, added",578,4/1/2020,,UG,1,314.3931,0
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,43,40,,1253,Cholesterol,601,4/1/2020,,MG,1,314.3931,0
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,44,40,,1258,"Fatty acids, total saturated",606,4/1/2020,,G,1,314.3931,0.042
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,45,40,,1259,4:00,607,4/1/2020,,G,1,314.3931,0
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,46,40,,1260,6:00,608,4/1/2020,,G,1,314.3931,0
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,47,40,,1261,8:00,609,4/1/2020,,G,1,314.3931,0
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,48,40,,1262,10:00,610,4/1/2020,,G,1,314.3931,0
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,49,40,,1263,12:00,611,4/1/2020,,G,1,314.3931,0
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,50,40,,1264,14:00,612,4/1/2020,,G,1,314.3931,0.001
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,51,40,,1265,16:00,613,4/1/2020,,G,1,314.3931,0.037
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,52,40,,1266,18:00,614,4/1/2020,,G,1,314.3931,0.004
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,53,40,,1268,18:01,617,4/1/2020,,G,1,314.3931,0.031
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,54,40,,1269,18:02,618,4/1/2020,,G,1,314.3931,0.079
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,55,40,,1270,18:03,619,4/1/2020,,G,1,314.3931,0
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,56,40,,1271,20:04,620,4/1/2020,,G,1,314.3931,0
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,57,40,,1272,22:6 n-3 (DHA),621,4/1/2020,,G,1,314.3931,0
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,58,40,,1275,16:01,626,4/1/2020,,G,1,314.3931,0.001
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,59,40,,1276,18:04,627,4/1/2020,,G,1,314.3931,0
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,60,40,,1277,20:01,628,4/1/2020,,G,1,314.3931,0
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,61,40,,1278,20:5 n-3 (EPA),629,4/1/2020,,G,1,314.3931,0
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,62,40,,1279,22:01,630,4/1/2020,,G,1,314.3931,0
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,63,40,,1280,22:5 n-3 (DPA),631,4/1/2020,,G,1,314.3931,0
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,64,40,,1292,"Fatty acids, total monounsaturated",645,4/1/2020,,G,1,314.3931,0.032
"celery, NFS",,,Survey (FNDDS),,,Celery,1,787785,75109000,65,40,,1293,"Fatty acids, total polyunsaturated",646,4/1/2020,,G,1,314.3931,0.079
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Celery,1,169988,,1,41,11143,1186,Folic acid,431,4/1/2019,Apium graveolens,UG,1,314.3931,0
,,,SR Legacy,NC,Calculated,Celery,1,169988,,2,41,11143,1062,Energy,268,4/1/2019,Apium graveolens,kJ,1,314.3931,57
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Celery,1,169988,,3,41,11143,1257,"Fatty acids, total trans",605,4/1/2019,Apium graveolens,G,1,314.3931,0
,,,SR Legacy,NC,Calculated,Celery,1,169988,,4,41,11143,1008,Energy,208,4/1/2019,Apium graveolens,KCAL,1,314.3931,14
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Celery,1,169988,,5,41,11143,1110,"Vitamin D (D2 + D3), International Units",324,4/1/2019,Apium graveolens,IU,1,314.3931,0
,,,SR Legacy,NC,Calculated,Celery,1,169988,,6,41,11143,1258,"Fatty acids, total saturated",606,4/1/2019,Apium graveolens,G,1,314.3931,0.042
,,,SR Legacy,BFFN,Based on another form of the food or similar food; Concentration adjustment; Fat; Retention factors not used,Celery,1,169988,,7,41,11143,1261,8:00,609,4/1/2019,Apium graveolens,G,1,314.3931,0
,,,SR Legacy,BFFN,Based on another form of the food or similar food; Concentration adjustment; Fat; Retention factors not used,Celery,1,169988,,8,41,11143,1263,12:00,611,4/1/2019,Apium graveolens,G,1,314.3931,0
,,,SR Legacy,BFFN,Based on another form of the food or similar food; Concentration adjustment; Fat; Retention factors not used,Celery,1,169988,,9,41,11143,1264,14:00,612,4/1/2019,Apium graveolens,G,1,314.3931,0.001
,,,SR Legacy,,,Celery,1,169988,,10,41,11143,1272,22:6 n-3 (DHA),621,4/1/2019,Apium graveolens,G,1,314.3931,0
,,,SR Legacy,BFFN,Based on another form of the food or similar food; Concentration adjustment; Fat; Retention factors not used,Celery,1,169988,,11,41,11143,1275,16:01,626,4/1/2019,Apium graveolens,G,1,314.3931,0.001
,,,SR Legacy,,,Celery,1,169988,,12,41,11143,1278,20:5 n-3 (EPA),629,4/1/2019,Apium graveolens,G,1,314.3931,0
,,,SR Legacy,,,Celery,1,169988,,13,41,11143,1280,22:5 n-3 (DPA),631,4/1/2019,Apium graveolens,G,1,314.3931,0
,,,SR Legacy,,,Celery,1,169988,,14,41,11143,1283,Phytosterols,636,4/1/2019,Apium graveolens,MG,1,314.3931,6
,,,SR Legacy,A,Analytical,Celery,1,169988,,15,41,11143,1187,"Folate, food",432,4/1/2019,Apium graveolens,UG,1,314.3931,36
,,,SR Legacy,DA,Concentration adjustment using factor; derived from analytical data,Celery,1,169988,,16,41,11143,1210,Tryptophan,501,4/1/2019,Apium graveolens,G,1,314.3931,0.009
,,,SR Legacy,DA,Concentration adjustment using factor; derived from analytical data,Celery,1,169988,,17,41,11143,1211,Threonine,502,4/1/2019,Apium graveolens,G,1,314.3931,0.02
